,Actor Name,Profit,Movies
1093,Jaeden Martell,"$1,486,570,657","It,It Chapter Two,Knives Out"
1094,Matt Frewer,"$1,486,237,631","Night at the Museum: Secret of the Tomb,Hercules,Pixels,Hercules,The BFG,Watchmen"
1095,Rachael Harris,"$1,486,045,869","Wreck-It Ralph,The Hangover,Night at the Museum: Secret of the Tomb,The Haunted Mansion"
1096,Lili Taylor,"$1,485,088,927","The Nun,The Conjuring,Maze Runner: The Scorch Trials,Ransom,The Haunting"
1097,Annette Bening,"$1,484,759,573","Captain Marvel,American Beauty"
1098,Nona Gaye,"$1,484,442,030","The Matrix Reloaded,The Matrix Revolutions,The Polar Express"
1099,Naomi Watts,"$1,480,591,918","King Kong,The Divergent Series: Insurgent,The Ring,The Impossible,Allegiant"
1100,Hannah John-Kamen,"$1,480,243,791","Ant-Man and the Wasp,Ready Player One,Tomb Raider"
1101,Ariel Winter,"$1,479,771,981","Ice Age: The Meltdown,Over the Hedge,Mr. Peabody & Sherman,Smurfs: The Lost Village"
1102,Kristofer Hivju,"$1,479,617,100","The Fate of the Furious,After Earth"
1103,Samantha Bond,"$1,479,008,618","Die Another Day,The World Is Not Enough,GoldenEye,Tomorrow Never Dies"
1104,Brian Tyree Henry,"$1,478,566,263","Godzilla vs. Kong,Eternals,Spider-Man: Into the Spider-Verse,Bullet Train"
1105,Alon Abutbul,"$1,475,923,155","The Dark Knight Rises,London Has Fallen,Rambo III"
1106,Joe Chrest,"$1,475,735,479","Ant-Man,G.I. Joe: Retaliation,22 Jump Street,The Ring"
1107,Angela Lansbury,"$1,474,734,335","The Grinch,Beauty and the Beast,Mary Poppins Returns,Mr. Popper's Penguins"
1108,Lily James,"$1,473,538,344","Cinderella,Mamma Mia! Here We Go Again,Wrath of the Titans,Baby Driver"
1109,Nick Kroll,"$1,473,122,384","Sing,The Secret Life of Pets 2,Sing 2"
1110,Lewis Pullman,"$1,472,292,161",Top Gun: Maverick
1111,Bashir Salahuddin,"$1,472,292,161",Top Gun: Maverick
1112,Monica Barbaro,"$1,472,292,161",Top Gun: Maverick
1113,Jay Ellis,"$1,472,292,161",Top Gun: Maverick
1114,Danny Ramirez,"$1,472,292,161",Top Gun: Maverick
1115,Jack Schumacher,"$1,472,292,161",Top Gun: Maverick
1116,Manny Jacinto,"$1,472,292,161",Top Gun: Maverick
1117,Kara Wang,"$1,472,292,161",Top Gun: Maverick
1118,Greg Tarzan Davis,"$1,472,292,161",Top Gun: Maverick
1119,Jake Picking,"$1,472,292,161",Top Gun: Maverick
1120,Jean Louisa Kelly,"$1,472,292,161",Top Gun: Maverick
1121,Michael Kelly,"$1,471,315,212","Man of Steel,Now You See Me,Unbreakable,Everest"
1122,Billy Crudup,"$1,470,543,999","Mission: Impossible III,Alien: Covenant,Youth,Public Enemies,Eat Pray Love,Watchmen"
1123,Craig Robinson,"$1,469,647,355","Shrek Forever After,Dolittle,The Bad Guys,Knocked Up"
1124,Reggie Lee,"$1,469,400,219","Pirates of the Caribbean: Dead Man's Chest,The Fast and the Furious,Tropic Thunder"
1125,Jon Bernthal,"$1,469,382,858","Night at the Museum: Battle of the Smithsonian,The Wolf of Wall Street,Baby Driver,Ford v Ferrari,Fury"
1126,Kevin Guthrie,"$1,468,899,902","Fantastic Beasts and Where to Find Them,Fantastic Beasts: The Crimes of Grindelwald"
1127,Sarah Paulson,"$1,467,793,851","What Women Want,Ocean's Eight,Glass,12 Years a Slave,Abominable,The Post"
1128,Tracy Morgan,"$1,466,932,089","Rio 2,Rio,G-Force,The Longest Yard"
1129,Kevin Rankin,"$1,466,165,429","Dawn of the Planet of the Apes,Skyscraper,Hulk,White House Down"
1130,James Caan,"$1,465,752,343","Cloudy with a Chance of Meatballs 2,The Godfather,Cloudy with a Chance of Meatballs,Eraser,Get Smart,Elf"
1131,Ato Essandoh,"$1,465,596,471","Django Unchained,Jason Bourne,Hitch,X-Men: Dark Phoenix"
1132,Fred Tatasciore,"$1,465,559,015","Madagascar: Escape 2 Africa,Kung Fu Panda 3,Enchanted"
1133,Gerald R. Molen,"$1,464,627,756","Jurassic Park,Rain Man"
1134,Sharon Duncan-Brewster,"$1,460,530,042","Rogue One: A Star Wars Story,Dune"
1135,Matt Walsh,"$1,459,624,727","Ted,The Hangover,Ghostbusters,Due Date"
1136,David Warshofsky,"$1,458,730,307","Now You See Me,Now You See Me 2,Taken 3,Taken,Captain Phillips"
1137,Darrell Foster,"$1,458,465,462","Hancock,I Am Legend,After Earth"
1138,Brandon T. Jackson,"$1,458,386,294","Fast & Furious,8 Mile,The Day the Earth Stood Still,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson: Sea of Monsters,Tropic Thunder"
1139,Booboo Stewart,"$1,458,251,556","X-Men: Days of Future Past,The Twilight Saga: Breaking Dawn - Part 1"
1140,Gugu Mbatha-Raw,"$1,457,463,943","Beauty and the Beast,Jupiter Ascending"
1141,Samantha Morton,"$1,456,556,027","Fantastic Beasts and Where to Find Them,Minority Report,John Carter"
1142,John Tui,"$1,455,007,227","Fast & Furious Presents: Hobbs & Shaw,Solo: A Star Wars Story,Battleship"
1143,Ben Hardy,"$1,454,743,416","Bohemian Rhapsody,X-Men: Apocalypse"
1144,Charles Dance,"$1,452,137,378","Godzilla: King of the Monsters,The Imitation Game,Ghostbusters,Dracula Untold,Me Before You,Hero"
1145,Joe Manganiello,"$1,450,236,815","Spider-Man,Rampage,Smurfs: The Lost Village"
1146,Evan Rachel Wood,"$1,450,026,933",Frozen II
1147,Martha Plimpton,"$1,450,026,933",Frozen II
1148,Jason Ritter,"$1,450,026,933",Frozen II
1149,Rachel Matthews,"$1,450,026,933",Frozen II
1150,Hadley Gannaway,"$1,450,026,933",Frozen II
1151,Mattea Conforti,"$1,450,026,933",Frozen II
1152,Aurora Aksnes,"$1,450,026,933",Frozen II
1153,Chris Sanders,"$1,449,801,570","The Croods,Penguins of Madagascar,Lilo & Stitch,The Croods: A New Age"
1154,Giles New,"$1,449,145,457","Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: The Curse of the Black Pearl"
1155,James Rebhorn,"$1,447,113,444","Independence Day,Meet the Parents,Real Steel"
1156,Michael J. Fox,"$1,447,103,439","Back to the Future,Back to the Future Part II,Stuart Little,Back to the Future Part III,Atlantis: The Lost Empire"
1157,Logan Lerman,"$1,443,558,126","Noah,Bullet Train,Percy Jackson & the Olympians: The Lightning Thief,The Patriot,Fury,Percy Jackson: Sea of Monsters"
1158,John Michael Higgins,"$1,441,476,468","Yes Man,Bad Teacher,The Break-Up,The Ugly Truth,Fun with Dick and Jane,Cats & Dogs,Pitch Perfect 3"
1159,Alexandra Shipp,"$1,441,152,075","X-Men: Apocalypse,Alvin and the Chipmunks: The Squeakquel,X-Men: Dark Phoenix,Straight Outta Compton"
1160,Sharon Washington,"$1,440,547,396","Joker,Die Hard with a Vengeance"
1161,Charlton Heston,"$1,439,313,606","True Lies,Planet of the Apes,Hercules,Hercules,Cats & Dogs"
1162,Michael Jeter,"$1,437,343,073","Jurassic Park III,The Polar Express,The Green Mile,Waterworld,Patch Adams"
1163,Leland Orser,"$1,435,982,633","Taken 2,Se7en,Taken 3,Taken,Daredevil"
1164,Stephen Tobolowsky,"$1,434,606,423","Basic Instinct,The Lorax,Mr. Peabody & Sherman,Wild Hogs,Garfield"
1165,Sharlto Copley,"$1,432,680,225","Maleficent,Elysium,District 9,The A-Team"
1166,Kate Mara,"$1,432,617,905","The Martian,Iron Man 2,Brokeback Mountain,127"
1167,Christina Applegate,"$1,431,661,440","Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: The Road Chip,Youth,Bad Moms"
1168,Steven Mackintosh,"$1,429,540,476","Prince of Persia: The Sands of Time,We're the Millers,Knight and Day,Rocketman,Knowing,The Monkey King Havoc in Heavens Palace,028,037,039,046,054,057,059,063,065,067,074,076,078,082,084,086,088,093,094,099"
1169,Jennifer Garner,"$1,429,416,184","Pearl Harbor,Catch Me If You Can,Juno,Valentine's Day,Daredevil"
1170,Elena Anaya,"$1,429,221,213","Wonder Woman,Wonder,Van Helsing"
1171,Baoqiang Wang,"$1,428,200,106","Detective Chinatown 3,Detective Chinatown 2,Lost in Thailand"
1172,Kevin J. O'Connor,"$1,427,791,668","The Mummy,The Mummy,G.I. Joe: The Rise of Cobra,Van Helsing"
1173,Randy Thom,"$1,424,679,317","How to Train Your Dragon 2,The Croods,The Croods: A New Age"
1174,Rich Dietl,"$1,424,173,918","Puss in Boots,Monsters vs. Aliens,Rise of the Guardians,Abominable"
1175,Elliott Gould,"$1,422,569,780","Ocean's Eleven,Ocean's Twelve,Ocean's Thirteen,Ocean's Eight"
1176,Xiao Yang,"$1,422,044,865","Detective Chinatown 3,Detective Chinatown 2,Sheep Without a Shepherd"
1177,Brent Spiner,"$1,420,802,768","Independence Day,Independence Day: Resurgence,The Aviator"
1178,Anthony Zerbe,"$1,420,364,069","The Matrix Reloaded,The Matrix Revolutions,American Hustle"
1179,Elisa Gabrielli,"$1,420,290,149","Madagascar: Escape 2 Africa,Madagascar,Cloudy with a Chance of Meatballs 2"
1180,Gillian Vigman,"$1,418,092,456","The Hangover Part II,The Hangover,The Hangover Part III"
1181,Sondra Currie,"$1,418,092,456","The Hangover Part II,The Hangover,The Hangover Part III"
1182,Satoshi Tsumabuki,"$1,413,885,433","Detective Chinatown 3,Detective Chinatown 2,Stand by Me Doraemon"
1183,Han Geng,"$1,411,646,499","Transformers: Age of Extinction,The Ex-File 3: The Return of The Exes"
1184,Jeremy Ray Taylor,"$1,409,763,712","It,It Chapter Two,Alvin and the Chipmunks: The Road Chip"
1185,Scott Glenn,"$1,409,164,209","The Bourne Ultimatum,The Bourne Legacy,The Silence of the Lambs,Vertical Limit,The Hunt for Red October"
1186,Patina Miller,"$1,408,784,972","The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 2"
1187,Evan Ross,"$1,408,784,972","The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 2"
1188,Kim Basinger,"$1,407,975,183","Batman,Fifty Shades Darker,Fifty Shades Freed,8 Mile"
1189,Daniel Sunjata,"$1,407,859,212","The Dark Knight Rises,The Devil Wears Prada"
1190,Jeremy Bulloch,"$1,406,765,627","Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode V - The Empire Strikes Back"
1191,Susanne Blakeslee,"$1,405,830,196","Shrek the Third,Tangled"
1192,Larry the Cable Guy,"$1,405,774,919","Cars 2,Cars,Cars 3"
1193,Guido Quaroni,"$1,405,774,919","Cars 2,Cars,Cars 3"
1194,Marwan Kenzari,"$1,403,488,034","Aladdin,Murder on the Orient Express"
1195,Kate Beckinsale,"$1,402,251,019","Pearl Harbor,Van Helsing,Click,The Aviator,Total Recall"
1196,Martin Sheen,"$1,401,525,427","The Amazing Spider-Man,Catch Me If You Can,The Departed"
1197,Sean Connery,"$1,401,416,670","Indiana Jones and the Last Crusade,The Rock,Entrapment,The Hunt for Red October,The League of Extraordinary Gentlemen"
1198,Heath Ledger,"$1,399,579,306","The Dark Knight,The Patriot,Brokeback Mountain"
1199,Seth MacFarlane,"$1,399,570,305","Sing,Ted,Ted 2"
1200,Peter Sarsgaard,"$1,397,043,536","The Batman,Flightplan,Green Lantern,The Man in the Iron Mask"
1201,Douglas Hodge,"$1,396,115,471","Joker,Robin Hood"
1202,Robert Redford,"$1,395,433,330","Captain America: The Winter Soldier,Indecent Proposal,Out of Africa,The Horse Whisperer"
1203,Christopher Eccleston,"$1,394,401,493","Thor: The Dark World,G.I. Joe: The Rise of Cobra,Gone in 60 Seconds,The Others"
1204,Cheri Oteri,"$1,394,097,766","Shrek the Third,Liar Liar,Scary Movie"
1205,Jess Harnell,"$1,392,625,750","Up,Wreck-It Ralph,The Jungle Book 2"
1206,Ginnifer Goodwin,"$1,389,785,248","Zootopia,Walk the Line,He's Just Not That Into You"
1207,Sterling Jerins,"$1,389,097,949","World War Z,The Conjuring 2,The Conjuring,The Conjuring: The Devil Made Me Do It"
1208,Matthew Gray Gubler,"$1,385,986,622","Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: The Road Chip"
1209,Erick Avari,"$1,384,260,422","The Mummy,The Mummy,Stargate,Paul Blart: Mall Cop,Daredevil"
1210,Judi M. Durand,"$1,383,757,498","The Lion King,Fatal Attraction"
1211,Ben Schwartz,"$1,382,945,284","Sonic the Hedgehog 2,Sonic the Hedgehog,Turbo,The Lego Movie 2: The Second Part,DC League of Super-Pets"
1212,Alice Eve,"$1,382,137,077","Men in Black 3,Star Trek Into Darkness,Sex and the City 2"
1213,Callum Keith Rennie,"$1,380,685,399","Fifty Shades of Grey,Warcraft,Fifty Shades Freed"
1214,Ty Olsson,"$1,380,232,185","War for the Planet of the Apes,Rise of the Planet of the Apes,X2: X-Men United"
1215,Colin McFarlane,"$1,379,895,198","The Dark Knight,Batman Begins"
1216,Finn Wolfhard,"$1,379,299,531","It,It Chapter Two,Ghostbusters: Afterlife"
1217,Tye Sheridan,"$1,379,295,928","Ready Player One,X-Men: Apocalypse,X-Men: Dark Phoenix"
1218,Alun Armstrong,"$1,377,987,143","The Mummy Returns,Van Helsing,Eragon,Sleepy Hollow,Patriot Games"
1219,Josh Lucas,"$1,376,973,163","A Beautiful Mind,Hulk,Youth,Ford v Ferrari,Poseidon,Sweet Home Alabama"
1220,Simon McBurney,"$1,376,785,851","Mission: Impossible - Rogue Nation,The Golden Compass,The Conjuring 2"
1221,Ron Dean,"$1,375,097,965","The Dark Knight,The Fugitive"
1222,Ruby Rose,"$1,374,278,568","The Meg,xXx: Return of Xander Cage,Resident Evil: The Final Chapter,Pitch Perfect 3"
1223,Remy Hii,"$1,370,771,725","Spider-Man: Far from Home,Crazy Rich Asians"
1224,Karen Disher,"$1,370,553,335","Ice Age: Dawn of the Dinosaurs,Rio"
1225,Kelly Keaton,"$1,370,553,335","Ice Age: Dawn of the Dinosaurs,Rio"
1226,Sarah Silverman,"$1,370,431,502","Ralph Breaks the Internet,Wreck-It Ralph,There's Something About Mary"
1227,Tom Sizemore,"$1,369,857,155","Saving Private Ryan,Pearl Harbor,Enemy of the State,Heat"
1228,Lukas Haas,"$1,369,798,605","Inception,The Revenant"
1229,Jennifer Ehle,"$1,369,010,802","Fifty Shades of Grey,The King's Speech,Fifty Shades Freed"
1230,Alexander Ludwig,"$1,367,884,246","The Hunger Games,Bad Boys for Life,Grown Ups 2"
1231,Tom McCarthy,"$1,366,536,680","2012,Meet the Parents,Pixels"
1232,Madeleine McGraw,"$1,364,324,741","Toy Story 4,Pacific Rim: Uprising"
1233,Jerry Lee,"$1,363,970,035","The Battle at Lake Changjin,The Eight Hundred"
1234,Reid Scott,"$1,362,948,743","Venom,Venom: Let There Be Carnage"
1235,Peggy Lu,"$1,362,948,743","Venom,Venom: Let There Be Carnage"
1236,Deep Roy,"$1,362,942,585","Charlie and the Chocolate Factory,Planet of the Apes,Star Trek Beyond,The Haunted Mansion"
1237,Sadie Sandler,"$1,362,146,083","Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 2,Hotel Transylvania"
1238,Colin Hanks,"$1,356,966,085","Jumanji: The Next Level,King Kong"
1239,April Grace,"$1,356,875,514","I Am Legend,A Good Day to Die Hard,A.I. Artificial Intelligence,Constantine"
1240,Hans Matheson,"$1,354,823,723","Sherlock Holmes,Clash of the Titans,300: Rise of an Empire"
1241,Vik Sahay,"$1,354,396,407","Captain Marvel,Good Will Hunting"
1242,Seth Green,"$1,353,181,321","The Lego Batman Movie,Austin Powers: The Spy Who Shagged Me,Austin Powers in Goldmember,Enemy of the State,Scooby-Doo 2: Monsters Unleashed"
1243,Blythe Danner,"$1,352,928,989","Meet the Fockers,Meet the Parents,Little Fockers,The X Files"
1244,Bob Hoskins,"$1,352,538,256","Snow White and the Huntsman,Who Framed Roger Rabbit,A Christmas Carol,Hook"
1245,Madge Sinclair,"$1,352,364,106","The Lion King,Coming to America"
1246,Oliver Platt,"$1,352,288,490","2012,Doctor Dolittle,Indecent Proposal"
1247,Jamie Bell,"$1,351,352,842","King Kong,The Adventures of Tintin,Jumper,Rocketman"
1248,Ricky Gervais,"$1,350,792,034","Night at the Museum,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Secret of the Tomb"
1249,Patrick Gallagher,"$1,350,792,034","Night at the Museum,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Secret of the Tomb"
1250,Mizuo Peck,"$1,350,792,034","Night at the Museum,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Secret of the Tomb"
1251,Chris Tucker,"$1,350,476,621","Rush Hour 2,The Fifth Element,Rush Hour 3,Rush Hour,Silver Linings Playbook"
1252,Ester Dean,"$1,349,789,206","Ice Age: Continental Drift,Pitch Perfect 2,Pitch Perfect 3"
1253,Jodie Foster,"$1,348,385,330","Elysium,The Silence of the Lambs,Flightplan,Panic Room,Inside Man,Maverick"
1254,Sean Whalen,"$1,348,076,699","Men in Black,Twister,Charlie's Angels"
1255,Daniel Kaluuya,"$1,347,597,973",Black Panther
1256,Nabiyah Be,"$1,347,597,973",Black Panther
1257,Connie Chiume,"$1,347,597,973",Black Panther
1258,Danny Sapani,"$1,347,597,973",Black Panther
1259,Kevin Bacon,"$1,346,713,754","Apollo 13,X-Men: First Class,A Few Good Men,JFK,Hollow Man"
1260,Timothy Dalton,"$1,345,751,252","Toy Story 3,The Tourist"
1261,Ana de Armas,"$1,345,110,652","No Time to Die,Knives Out,Blade Runner 2049"
1262,Jenifer Lewis,"$1,344,573,438","Cars,Cars 3,The Princess and the Frog,Sister Act"
1263,Dave Legeno,"$1,342,359,942",Harry Potter and the Deathly Hallows: Part 2
1264,Allen Leech,"$1,336,564,150","Bohemian Rhapsody,The Imitation Game,Downton Abbey"
1265,Jackie Earle Haley,"$1,336,450,649","Alita: Battle Angel,Shutter Island,Dark Shadows,London Has Fallen,Watchmen"
1266,Titus Welliver,"$1,336,379,575","Transformers: Age of Extinction,Argo"
1267,Timothée Chalamet,"$1,334,667,465","Interstellar,Dune,Little Women"
1268,Ola Rapace,"$1,334,542,839","Skyfall,Valerian and the City of a Thousand Planets"
1269,Brian Herring,"$1,332,698,830",Star Wars: Episode VIII - The Last Jedi
1270,Melissa McCarthy,"$1,332,169,866","The Hangover Part III,Bridesmaids,Spy,Ghostbusters,Central Intelligence"
1271,Dan Hedaya,"$1,331,812,281","Ransom,Robots,The Addams Family,The Addams Family,Maverick,The First Wives Club"
1272,Chow Yun-Fat,"$1,330,846,167","Pirates of the Caribbean: At World's End,Project Gutenberg,From Vegas to Macau III"
1273,Toni Collette,"$1,330,530,290","The Sixth Sense,xXx: Return of Xander Cage,Knives Out"
1274,Alanna Ubach,"$1,330,475,824","Coco,Meet the Fockers"
1275,Lawrence Makoare,"$1,330,065,858","The Lord of the Rings: The Fellowship of the Ring,Die Another Day"
1276,Jimmy Kimmel,"$1,328,511,829","The Boss Baby,Monsters vs. Aliens,Ted 2,Garfield"
1277,Miranda Richardson,"$1,327,676,577","Harry Potter and the Goblet of Fire,Chicken Run,Sleepy Hollow"
1278,Nathan Fillion,"$1,327,340,616","Monsters University,Cars 3,Percy Jackson: Sea of Monsters"
1279,Tim Blake Nelson,"$1,327,040,990","Meet the Fockers,Minority Report,The Incredible Hulk,Scooby-Doo 2: Monsters Unleashed"
1280,Miguel Sandoval,"$1,325,690,038","Jurassic Park,Clear and Present Danger"
1281,Mia Wasikowska,"$1,325,289,014","Alice in Wonderland,Alice Through the Looking Glass"
1282,Lindsay Duncan,"$1,325,289,014","Alice in Wonderland,Alice Through the Looking Glass"
1283,Kristoffer Joner,"$1,324,607,901","Mission: Impossible - Fallout,The Revenant"
1284,Jason Marsden,"$1,323,650,450","The Secret Life of Pets,Tarzan"
1285,Kenneth Tsang,"$1,323,482,074","Detective Chinatown 2,Die Another Day,Rush Hour 2"
1286,Jamie Dornan,"$1,323,182,331","Fifty Shades of Grey,Fifty Shades Darker,Fifty Shades Freed"
1287,Eloise Mumford,"$1,323,182,331","Fifty Shades of Grey,Fifty Shades Darker,Fifty Shades Freed"
1288,Nick Nolte,"$1,322,276,031","Noah,Over the Hedge,Hulk,Tropic Thunder,Cape Fear"
1289,Tohoru Masamune,"$1,321,852,856","Inception,Teenage Mutant Ninja Turtles"
1290,Rosamund Pike,"$1,321,612,157","Die Another Day,Gone Girl,Wrath of the Titans,Jack Reacher"
1291,Vicki Lewis,"$1,319,366,939","Finding Nemo,Godzilla"
1292,Michael Ironside,"$1,318,677,534","Terminator Salvation,Top Gun,The Perfect Storm,Total Recall"
1293,James Tolkan,"$1,318,203,521","Back to the Future,Top Gun,Back to the Future Part II,Back to the Future Part III,182"
1294,Predrag Bjelac,"$1,316,395,832","Harry Potter and the Goblet of Fire,The Chronicles of Narnia: Prince Caspian"
1295,David Tennant,"$1,315,529,073","How to Train Your Dragon: The Hidden World,How to Train Your Dragon,Ferdinand"
1296,Jack Purvis,"$1,313,773,074","Star Wars: Episode IV - A New Hope,Star Wars: Episode V - The Empire Strikes Back"
1297,Corey Stoll,"$1,311,769,669","Ant-Man,Salt,The Bourne Legacy,Non-Stop"
1298,John Rothman,"$1,310,851,939","The Devil Wears Prada,Ghostbusters,Lincoln,The Day the Earth Stood Still,Daredevil"
